,Name,Core Name,Core Class,Core Subclass,Core Number,BGC,Organism,End product SMILES,Metabolite list,Base Prediction,Prediction Score
132,BGC0000613,tpdA_thiopeptide,thiopeptide,Type II,1,"['tta leucine codon, possible target for bldA regulation']",Nonomuraea sp. Bp3714-39,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)-c4csc(n4)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)c4csc(n4)[C@H](Cc4ccccc4)NC(=O)c4csc(n4)[C@H](CC(N)=O)NC(=O)c4csc(n4)C3(N)CC2)n1)C(=O)O,"['BGC0000613_prepeptide_c', 'BGC0000613_thioazole_containing_peptide_c', 'BGC0000613_dehydrated_peptide_c', 'BGC0000613_macrocyclic_thiopeptide_c', 'BGC0000613_series_b_thiopeptide_c', 'BGC0000613_1_mature_peptide_c']",0.38842544316996874,0.8873239436619719
133,BGC0000612,BC_5090_thiopeptide,thiopeptide,Type III,4,Unknown,Bacillus cereus ATCC 14579,CC=C(NC(=O)C(=CC)NC(=O)c1csc(-c2csc(-c3ccc4c(n3)-c3csc(n3)C(=CC)NC(=O)c3csc(n3)[C@H](C(C)C)NC(=O)c3csc(n3)C(=CC)NC(=O)C(=CC)NC(=O)c3csc-4n3)n2)n1)C(=O)O,"['BGC0000612_prepeptide_c', 'BGC0000612_thioazole_containing_peptide_c', 'BGC0000612_dehydrated_peptide_c', 'BGC0000612_macrocyclic_thiopeptide_c', 'BGC0000612_series_d_thiopeptide_c', 'BGC0000612_4_mature_peptide_c']",0.2602965403624382,0.9283351708930541
134,BGC0000612,BC_5089_thiopeptide,thiopeptide,Type III,3,Unknown,Bacillus cereus ATCC 14579,CC=C(NC(=O)C(=CC)NC(=O)c1csc(-c2csc(-c3ccc4c(n3)-c3csc(n3)C(=CC)NC(=O)c3csc(n3)[C@H](C(C)C)NC(=O)c3csc(n3)C(=CC)NC(=O)C(=CC)NC(=O)c3csc-4n3)n2)n1)C(=O)O,"['BGC0000612_prepeptide_c', 'BGC0000612_thioazole_containing_peptide_c', 'BGC0000612_dehydrated_peptide_c', 'BGC0000612_macrocyclic_thiopeptide_c', 'BGC0000612_series_d_thiopeptide_c', 'BGC0000612_3_mature_peptide_c']",0.2602965403624382,0.9283351708930541
135,BGC0000612,BC_5088_thiopeptide,thiopeptide,Type III,2,Unknown,Bacillus cereus ATCC 14579,CC=C(NC(=O)C(=CC)NC(=O)c1csc(-c2csc(-c3ccc4c(n3)-c3csc(n3)C(=CC)NC(=O)c3csc(n3)[C@H](C(C)C)NC(=O)c3csc(n3)C(=CC)NC(=O)C(=CC)NC(=O)c3csc-4n3)n2)n1)C(=O)O,"['BGC0000612_prepeptide_c', 'BGC0000612_thioazole_containing_peptide_c', 'BGC0000612_dehydrated_peptide_c', 'BGC0000612_macrocyclic_thiopeptide_c', 'BGC0000612_series_d_thiopeptide_c', 'BGC0000612_2_mature_peptide_c']",0.2602965403624382,0.9283351708930541
136,BGC0000612,BC_5087_thiopeptide,thiopeptide,Type III,1,Unknown,Bacillus cereus ATCC 14579,CC=C(NC(=O)C(=CC)NC(=O)c1csc(-c2csc(-c3ccc4c(n3)-c3csc(n3)C(=CC)NC(=O)c3csc(n3)[C@H](C(C)C)NC(=O)c3csc(n3)C(=CC)NC(=O)C(=CC)NC(=O)c3csc-4n3)n2)n1)C(=O)O,"['BGC0000612_prepeptide_c', 'BGC0000612_thioazole_containing_peptide_c', 'BGC0000612_dehydrated_peptide_c', 'BGC0000612_macrocyclic_thiopeptide_c', 'BGC0000612_series_d_thiopeptide_c', 'BGC0000612_1_mature_peptide_c']",0.2602965403624382,0.9283351708930541
137,BGC0000611,sioH_thiopeptide,thiopeptide,Type II,1,"['tta leucine codon, possible target for bldA regulation']",Streptomyces sioyaensis,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)[C@H]4NC(=O)c5csc(n5)[C@H]([C@@H](C)CC)NC(=O)c5csc(n5)C(=CC)NC(=O)C(=CC)NC(=O)c5csc(n5)C(=C)NC(=O)[C@H](C)NC(=O)C3(CC2)NC(=O)C(=C)NC(=O)[C@H](C(C)C)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)O[C@@H]4C)n1)C(=O)O,"['BGC0000611_prepeptide_c', 'BGC0000611_quinaldic_acid_peptide_c', 'BGC0000611_thioazole_containing_peptide_c', 'BGC0000611_dehydrated_peptide_c', 'BGC0000611_macrocyclic_thiopeptide_c', 'BGC0000611_series_b_thiopeptide_c', 'BGC0000611_secondary_macrocycle_peptide_c', 'BGC0000611_1_mature_peptide_c']",0.26516290726817043,0.9573412698412699
138,BGC0000610,nosM_thiopeptide,thiopeptide,Type I,1,['nosiheptide biosynthetic gene cluster'],Streptomyces actuosus,C=C(NC(=O)C(=C)NC(=O)c1csc(-c2nc3c(cc2O)-c2nc(cs2)C(=O)NC(=CC)C(=O)NC(=CC)c2nc(cs2)C(=O)N[C@H]2CCC(=O)OCc4ccc5[nH]c(c(C)c5c4)C(=O)SC[C@H](NC(=O)c4csc2n4)c2nc-3cs2)n1)C(=O)O,"['BGC0000610_prepeptide_c', 'BGC0000610_methylindolic_acid_peptide_c', 'BGC0000610_secondary_macrocycle_peptide_c', 'BGC0000610_thioazole_containing_peptide_c', 'BGC0000610_dehydrated_peptide_c', 'BGC0000610_macrocyclic_thiopeptide_c', 'BGC0000610_series_e_thiopeptide_c', 'BGC0000610_1_mature_peptide_c']",0.25803161652218254,0.8919186911254338
139,BGC0000609,nocM_thiopeptide,thiopeptide,Type I,1,['nocathiacin I biosynthetic gene cluster; glycosylated thiopeptide'],Nocardia sp. ATCC 202099,C=C(NC(=O)C(=C)NC(=O)c1csc(C(=C)NC(=O)[C@@H]2CSC(=O)c3[nH]c4ccc(cc4c3C)COC(=O)CC[C@H](NC(=O)c3csc(C(=CC)NC(=O)C(=CC)NC(=O)c4csc(C(=C)N)n4)n3)c3nc(cs3)C(=O)NC(=C)C(=O)N2)n1)C(=O)O,"['BGC0000609_prepeptide_c', 'BGC0000609_methylindolic_acid_peptide_c', 'BGC0000609_secondary_macrocycle_peptide_c', 'BGC0000609_thioazole_containing_peptide_c', 'BGC0000609_dehydrated_peptide_c', 'BGC0000609_1_mature_peptide_c']",0.25660189337319383,0.7803067788223652
140,BGC0000608,ADH93699.1_thiopeptide,thiopeptide,Type I,1,['nocathiacin biosynthetic gene cluster'],Actinokineospora fastidiosa,C=C(NC(=O)C(=C)NC(=O)c1csc(C(=C)NC(=O)[C@@H]2CSC(=O)c3[nH]c4ccc(cc4c3C)COC(=O)CC[C@H](NC(=O)c3csc(C(=CC)NC(=O)C(=CC)NC(=O)c4csc(C(=C)N)n4)n3)c3nc(cs3)C(=O)NC(=C)C(=O)N2)n1)C(=O)O,"['BGC0000608_prepeptide_c', 'BGC0000608_methylindolic_acid_peptide_c', 'BGC0000608_secondary_macrocycle_peptide_c', 'BGC0000608_thioazole_containing_peptide_c', 'BGC0000608_dehydrated_peptide_c', 'BGC0000608_1_mature_peptide_c']",0.25660189337319383,0.7803067788223652
141,BGC0000607,tclE_thiopeptide,thiopeptide,Type III,1,['mobilization-related sequence'],Macrococcus caseolyticus,CC=C(NC(=O)C(=CC)NC(=O)c1csc(-c2csc(-c3ccc4c(n3)-c3csc(n3)C(=CC)NC(=O)c3csc(n3)[C@H](C(C)C)NC(=O)c3csc(n3)C(=CC)NC(=O)C(=CC)NC(=O)c3csc-4n3)n2)n1)C(=O)O,"['BGC0000607_prepeptide_c', 'BGC0000607_thioazole_containing_peptide_c', 'BGC0000607_dehydrated_peptide_c', 'BGC0000607_macrocyclic_thiopeptide_c', 'BGC0000607_series_d_thiopeptide_c', 'BGC0000607_1_mature_peptide_c']",0.2611570247933884,0.9314159292035398
142,BGC0000606,lazA_thiopeptide,thiopeptide,Type III,1,Unknown,Streptomyces lactacystinaeus,C=C(NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)c1csc(-c2ccc3c(n2)-c2csc(n2)C(=C)NC(=O)CNC(=O)[C@H](Cc2c[nH]c4ccccc24)NC3=O)n1)C(=O)NC(=C)C(=O)NC(=C)c1nc(C(=O)N[C@@H](C)C(=O)O)cs1,"['BGC0000606_prepeptide_c', 'BGC0000606_thioazole_containing_peptide_c', 'BGC0000606_dehydrated_peptide_c', 'BGC0000606_macrocyclic_thiopeptide_c', 'BGC0000606_series_d_thiopeptide_c', 'BGC0000606_1_mature_peptide_c']",0.45874934314240673,0.8054573016675088
143,BGC0000605,getA_thiopeptide,thiopeptide,Type III,1,"['tta leucine codon, possible target for bldA regulation']",Streptomyces sp. ATCC 55365,C=C(NC(=O)C(=C)NC(=O)c1csc(-c2ccc3c(n2)-c2csc(n2)-c2csc(n2)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2csc(n2)[C@H](Cc2ccccc2)NC(=O)c2csc(n2)[C@H](CC(N)=O)NC(=O)C(=CC)NC3=O)n1)C(=O)O,"['BGC0000605_prepeptide_c', 'BGC0000605_thioazole_containing_peptide_c', 'BGC0000605_dehydrated_peptide_c', 'BGC0000605_macrocyclic_thiopeptide_c', 'BGC0000605_series_d_thiopeptide_c', 'BGC0000605_1_mature_peptide_c']",0.40419008686765456,0.8854846810647916
144,BGC0000604,tpdA_thiopeptide,thiopeptide,Type II,1,"['tta leucine codon, possible target for bldA regulation']",Nonomuraea sp. WU8817,C=C(NC(=O)c1csc(C2=NC3c4csc(n4)-c4csc(n4)[C@H](Cc4ccccc4)NC(=O)CNC(=O)c4csc(n4)[C@H](C(C)C)NC(=O)c4csc(n4)[C@H](CC(N)=O)NC(=O)c4csc(n4)C3(N)CC2)n1)C(=O)N1CCC[C@H]1C(=O)O,"['BGC0000604_prepeptide_c', 'BGC0000604_thioazole_containing_peptide_c', 'BGC0000604_dehydrated_peptide_c', 'BGC0000604_macrocyclic_thiopeptide_c', 'BGC0000604_series_b_thiopeptide_c', 'BGC0000604_1_mature_peptide_c']",0.4107327141382869,0.8772455089820359
145,BGC0000603,cltA_thiopeptide,thiopeptide,Type III,1,"['tta leucine codon, possible target for bldA regulation']",Streptomyces hygroscopicus,C=C1NC(=O)C(=CC)NC(=O)c2csc(n2)[C@H](CC(N)=O)NC(=O)c2ccc(-c3nc(-c4nc(-c5nc(C(=O)N[C@@H](CS)C(=O)O)cs5)cs4)cs3)nc2-c2csc(n2)-c2csc(n2)C(=C)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)C(=CC)NC(=O)CNC(=O)C(=CC)NC1=O,"['BGC0000603_prepeptide_c', 'BGC0000603_thioazole_containing_peptide_c', 'BGC0000603_dehydrated_peptide_c', 'BGC0000603_macrocyclic_thiopeptide_c', 'BGC0000603_series_d_thiopeptide_c', 'BGC0000603_1_mature_peptide_c']",0.34095744680851064,0.8418393127842345
146,BGC0000602,sbo_sactipeptide,sactipeptide,,1,Unknown,Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)CN)[C@@H](C)O)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)C(C)C,"['BGC0000602_prepeptide_c', 'BGC0000602_1_mature_peptide_c']",,
147,BGC0000600,thnA3_sactipeptide,sactipeptide,,4,"['bacteriocin, thurincin H gene cluster']",Bacillus thuringiensis,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C,"['BGC0000600_prepeptide_c', 'BGC0000600_4_mature_peptide_c']",,
148,BGC0000600,thnA2_sactipeptide,sactipeptide,,3,"['bacteriocin, thurincin H gene cluster']",Bacillus thuringiensis,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C,"['BGC0000600_prepeptide_c', 'BGC0000600_3_mature_peptide_c']",,
149,BGC0000600,thnA1_sactipeptide,sactipeptide,,2,"['bacteriocin, thurincin H gene cluster']",Bacillus thuringiensis,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C,"['BGC0000600_prepeptide_c', 'BGC0000600_2_mature_peptide_c']",,
150,BGC0000600,allorf_3502_3627_sactipeptide,sactipeptide,,1,"['bacteriocin, thurincin H gene cluster']",Bacillus thuringiensis,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)C(C)C)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(C)C)C(C)C)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)C(C)C,"['BGC0000600_prepeptide_c', 'BGC0000600_1_mature_peptide_c']",,
151,BGC0000599,AED99783.1_sactipeptide,sactipeptide,,1,Unknown,Bacillus thuringiensis,CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)C(C)C)[C@@H](C)CC)C(C)C)[C@@H](C)CC)[C@@H](C)CC)C(C)C)[C@@H](C)CC)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)O)[C@@H](C)O)[C@@H](C)O)C(C)C,"['BGC0000599_prepeptide_c', 'BGC0000599_1_mature_peptide_c']",,
152,BGC0000581,mcjA_lassopeptide,lassopeptide,Class II,1,Unknown,Escherichia coli,CC[C@H](C)[C@@H]1NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)CNC1=O,"['BGC0000581_prepeptide_c', 'BGC0000581_macrolactam_peptide_c', 'BGC0000581_core_peptide_c', 'BGC0000581_1_mature_peptide_c']",0.9713993871297242,0.9693564862104188
153,BGC0000580,XGA_4059_lassopeptide,lassopeptide,Class II,2,Unknown,Xanthomonas gardneri ATCC 19865,CC[C@H](C)[C@@H]1NC(=O)CNC(=O)CNC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC1=O,"['BGC0000580_prepeptide_c', 'BGC0000580_macrolactam_peptide_c', 'BGC0000580_core_peptide_c', 'BGC0000580_2_mature_peptide_c']",,
154,BGC0000580,XGA_4058_lassopeptide,lassopeptide,Class II,1,Unknown,Xanthomonas gardneri ATCC 19865,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC1=O,"['BGC0000580_prepeptide_c', 'BGC0000580_macrolactam_peptide_c', 'BGC0000580_core_peptide_c', 'BGC0000580_1_mature_peptide_c']",,
155,BGC0000579,SSEG_RS44950_lassopeptide,lassopeptide,Class I,2,Unknown,Streptomyces sviceus ATCC 29083,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)CNC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@H](C(=O)O)C(C)C)NC1=O)NC(=O)C[C@H](NC(=O)[C@H]([C@@H](C)O)NC3=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N2,"['BGC0000579_prepeptide_c', 'BGC0000579_macrolactam_peptide_c', 'BGC0000579_disulfide_bridged_peptide_c', 'BGC0000579_core_peptide_c', 'BGC0000579_2_mature_peptide_c']",,
156,BGC0000579,SSEG_05172_lassopeptide,lassopeptide,Class I,1,Unknown,Streptomyces sviceus ATCC 29083,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)CNC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@H](C(=O)O)C(C)C)NC1=O)NC(=O)C[C@H](NC(=O)[C@H]([C@@H](C)O)NC3=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N2,"['BGC0000579_prepeptide_c', 'BGC0000579_macrolactam_peptide_c', 'BGC0000579_disulfide_bridged_peptide_c', 'BGC0000579_core_peptide_c', 'BGC0000579_1_mature_peptide_c']",,
157,BGC0000578,SSGG_RS36910_lassopeptide,lassopeptide,Class II,1,Unknown,Streptomyces filamentosus NRRL 15998,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCC(=O)NCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCCN)C(=O)N1)[C@@H](C)CC)C(=O)O,"['BGC0000578_prepeptide_c', 'BGC0000578_macrolactam_peptide_c', 'BGC0000578_core_peptide_c', 'BGC0000578_1_mature_peptide_c']",,
158,BGC0000577,SJA_P1-00960_lassopeptide,lassopeptide,Class II,1,Unknown,Sphingobium japonicum UT26S,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCSC)NC(=O)CNC(=O)CNC(=O)CNC1=O,"['BGC0000577_prepeptide_c', 'BGC0000577_macrolactam_peptide_c', 'BGC0000577_core_peptide_c', 'BGC0000577_1_mature_peptide_c']",,
159,BGC0000576,RGE_06990_lassopeptide,lassopeptide,Class II,1,Unknown,Rubrivivax gelatinosus IL144,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)CNC(=O)C[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)O)C(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC1=O,"['BGC0000576_prepeptide_c', 'BGC0000576_macrolactam_peptide_c', 'BGC0000576_core_peptide_c', 'BGC0000576_1_mature_peptide_c']",,
160,BGC0000575,larA_lassopeptide,lassopeptide,Class II,1,Unknown,Rhodococcus jostii,CC[C@H](C)[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)CN)C(C)C)CCC(=O)NCCCC[C@@H](C(=O)N2CCC[C@H]2C(=O)NCC(=O)N2CCC[C@H]2C(=O)O)NC1=O,"['BGC0000575_prepeptide_c', 'BGC0000575_macrolactam_peptide_c', 'BGC0000575_core_peptide_c', 'BGC0000575_1_mature_peptide_c']",0.9779050736497545,0.9819227608874281
161,BGC0000574,Cseg_2568_lassopeptide,lassopeptide,Class II,2,Unknown,Caulobacter segnis ATCC 21756,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)CNC(=O)CNC(=O)[C@H](CCC(N)=O)NC1=O,"['BGC0000574_prepeptide_c', 'BGC0000574_macrolactam_peptide_c', 'BGC0000574_core_peptide_c', 'BGC0000574_2_mature_peptide_c']",,
